# The Federal Reserve Bank of New York's published ACM (Adrian-Crump-Moench) 10-year
# decomposition: fitted yield (ACMY10), risk-neutral yield (ACMRNY10), and term premium
# (ACMTP10), annualized percent, quarterly (end-of-quarter), 1961-Q2 to 2014-Q1.
# Source: Adrian, T., Crump, R. K., & Moench, E. (2013), "Pricing the Term Structure with
# Linear Regressions", Journal of Financial Economics 110(1), 110-138; series published at
# https://www.newyorkfed.org/research/data_indicators/term-premia-tabs (public data,
# redistributed with attribution). Vendored via the Brookings Institution mirror
# https://github.com/BrookingsInstitution/Treasury-Issuance-Model (data/ACM.csv, a 2021
# vintage of the published series). Retrieved 2026-08-19.
# Used as a LEVEL/SHAPE comparison target only (vintage + estimation-sample + data-input
# caveats), never as a bit-exact golden: the published series is re-estimated on the full
# 1961-present sample with the NY Fed's own curve inputs (FFR-spliced short rate).
DATE,ACMY10,ACMRNY10,ACMTP10
1985-09-30,10.432855329645651,6.624292454061775,3.8085628755838776
1985-12-31,9.17644541783072,6.086678685970872,3.0897667318598465
1986-03-31,7.512773497232478,5.722271363039002,1.790502134193476
1986-06-30,7.737900096467261,5.647787603676775,2.0901124927904853
1986-09-30,7.912904427907963,5.133218696104522,2.7796857318034407
1986-12-31,7.561010508221792,5.052895350426168,2.5081151577956247
1987-03-31,7.664906443816963,5.190135774768465,2.474770669048498
1987-06-30,8.510522357366824,5.765325376886055,2.745196980480769
1987-09-30,9.657104966094332,6.373771731371885,3.283333234722446
1987-12-31,8.989822543543237,5.79911548358231,3.1907070599609275
1988-03-31,8.78726759253923,5.510667479401211,3.276600113138019
1988-06-30,8.92241637350893,5.889580951772056,3.0328354217368743
1988-09-30,8.889039205271269,6.293272565050209,2.5957666402210595
1988-12-31,9.041284761583029,6.97550138752627,2.065783374056757
1989-03-31,9.101235769876984,7.453971983783463,1.6472637860935198
1989-06-30,8.102641927063958,6.413453119665746,1.689188807398212
1989-09-30,8.264925102872528,6.657724900865789,1.607200202006739
1989-12-31,7.922048957563398,6.294893233055436,1.6271557245079613
1990-03-31,8.569537038486615,6.714352199117079,1.855184839369536
1990-06-30,8.399800331270074,6.455335049312663,1.9444652819574104
1990-09-30,8.87575981304348,6.1606154678408505,2.7151443452026296
1990-12-31,8.229972370034586,5.652271841594068,2.577700528440518
1991-03-31,8.177974319258059,5.5816989509591215,2.596275368298937
1991-06-30,8.459091378837483,5.491749528827,2.967341850010484
1991-09-30,7.730728449628855,4.865535310261059,2.865193139367796
1991-12-31,7.142902900826324,3.991622579592668,3.1512803212336564
1992-03-31,7.787081459341236,4.73906904281364,3.0480124165275964
1992-06-30,7.601167100385637,3.942424509557264,3.658742590828373
1992-09-30,7.006099776912473,3.0927648482758654,3.913334928636608
1992-12-31,7.10447565890343,3.976478232451869,3.1279974264515613
1993-03-31,6.542789198918896,3.423407776026256,3.11938142289264
1993-06-30,6.086700707689509,3.4763331741853154,2.610367533504194
1993-09-30,5.671249640830831,3.457785086069248,2.213464554761583
1993-12-31,6.071255228721313,3.655151893693716,2.416103335027597
1994-03-31,6.998222899696802,4.335404099093639,2.662818800603163
1994-06-30,7.53321523378959,4.831778906619931,2.701436327169658
1994-09-30,7.682807307290971,5.185976434555391,2.49683087273558
1994-12-31,7.833196674725912,5.939535629594071,1.8936610451318403
1995-03-31,7.267717431732433,5.398718690901913,1.86899874083052
1995-06-30,6.29237295683658,4.812007299750114,1.480365657086466
1995-09-30,6.228999533435822,4.870512611760742,1.3584869216750797
1995-12-31,5.6757929526849065,4.51019644288396,1.1655965098009462
1996-03-31,6.470670793647076,4.742873711855517,1.727797081791559
1996-06-30,6.735618870785707,4.973776673631082,1.7618421971546248
1996-09-30,6.758949408344603,4.964226415943991,1.7947229924006116
1996-12-31,6.425373490100432,4.9232948100484455,1.5020786800519863
1997-03-31,6.945063573512479,5.227575343785916,1.7174882297265626
1997-06-30,6.557547456581001,5.030020169538772,1.5275272870422292
1997-09-30,6.218843221437466,4.870989513336853,1.3478537081006134
1997-12-31,5.769110961052526,4.870205037322036,0.8989059237304904
1998-03-31,5.747430811798473,4.809819855243172,0.937610956555302
1998-06-30,5.5400100073669565,4.750574290711545,0.7894357166554116
1998-09-30,4.664976984418769,3.920826539210884,0.7441504452078846
1998-12-31,4.984737610895067,4.105271903004877,0.8794657078901897
1999-03-31,5.591927005738032,4.277867773903302,1.3140592318347295
1999-06-30,6.092697259357358,4.545885194852324,1.5468120645050345
1999-09-30,6.270154293142537,4.600725862725954,1.6694284304165825
1999-12-31,6.724757110120903,4.9711247264440805,1.7536323836768224
2000-03-31,6.1802528706169335,5.344923345724757,0.8353295248921766
2000-06-30,6.195547885740576,5.2615755534014985,0.9339723323390778
2000-09-30,6.003608699689555,5.018127593673891,0.985481106015664
2000-12-31,5.340734989638644,4.532723718473315,0.8080112711653289
2001-03-31,5.262713221648685,3.8418322785774417,1.4208809430712432
2001-06-30,5.693362795057453,3.830183380843824,1.8631794142136295
2001-09-30,5.03262026638257,2.8753581782353943,2.157262088147176
2001-12-31,5.497518601746226,2.995430026651813,2.5020885750944126
2002-03-31,5.827823912116001,3.326094221702086,2.501729690413915
2002-06-30,5.227408528348716,2.759630238285576,2.4677782900631398
2002-09-30,4.093824303874588,1.919182171039988,2.1746421328346
2002-12-31,4.231192322544658,1.8590464317026685,2.372145890841989
2003-03-31,4.196437392607975,1.866779770731423,2.329657621876552
2003-06-30,3.8261880550257743,1.6919414757212952,2.134246579304479
2003-09-30,4.263239506202929,1.8236007711102524,2.4396387350926765
2003-12-31,4.537644794439081,2.0575456557250424,2.4800991387140385
2004-03-31,4.117019674760559,1.8717226485868688,2.2452970261736893
2004-06-30,4.876594368566141,2.5968367734536635,2.2797575951124776
2004-09-30,4.349629888350576,2.544967371581559,1.8046625167690171
2004-12-31,4.389815955836712,2.8842109119710058,1.5056050438657058
2005-03-31,4.58767235899407,3.445206296726281,1.1424660622677894
2005-06-30,3.9905365869172527,3.429331208897688,0.5612053780195647
2005-09-30,4.424160105888778,3.818636511553517,0.6055235943352613
2005-12-31,4.428579332367024,4.036056530487553,0.3925228018794708
2006-03-31,4.905954497150292,4.314013927949916,0.5919405692003759
2006-06-30,5.166490788397535,4.4921198891239245,0.6743708992736108
2006-09-30,4.673712156024115,4.261857486074956,0.4118546699491583
2006-12-31,4.736260889423889,4.321432656868146,0.4148282325557426
2007-03-31,4.714178604628208,4.172635050276565,0.5415435543516436
2007-06-30,5.065553318525642,4.339542604555189,0.726010713970453
2007-09-30,4.717687003583985,3.644220441172016,1.0734665624119692
2007-12-31,4.306670562890407,2.9655753880572693,1.3410951748331374
2008-03-31,3.812415719903013,1.720953956806756,2.091461763096257
2008-06-30,4.249852417149859,2.641395391824424,1.6084570253254356
2008-09-30,4.262232123808786,2.10732670821732,2.1549054155914664
2008-12-31,2.8981978749592168,1.1827952869828866,1.7154025879763302
2009-03-31,3.1530714794167127,1.2257797873792675,1.9272916920374448
2009-06-30,4.043554425190748,1.5067238005365124,2.536830624654235
2009-09-30,3.736989033611183,1.431268050476509,2.305720983134674
2009-12-31,4.198484169912389,1.4874235229063848,2.711060647006004
2010-03-31,4.137316813016512,1.4467714361881143,2.6905453768283976
2010-06-30,3.2502430560833684,1.2503520380354138,1.9998910180479543
2010-09-30,2.733080761569536,1.0172126666397234,1.7158680949298126
2010-12-31,3.5524557185691865,1.235130954347196,2.3173247642219907
2011-03-31,3.698235377288421,1.3767637385281766,2.321471638760244
2011-06-30,3.43649561223978,0.9593645866134332,2.4771310256263464
2011-09-30,2.0441262389712733,1.058261120185627,0.9858651187856466
2011-12-31,1.9654610293226649,1.026259867540295,0.93920116178237
2012-03-31,2.324596026917372,1.0078920357341692,1.3167039911832028
2012-06-30,1.6730784545183846,1.1340852035007658,0.5389932510176187
2012-09-30,1.6383636410441464,1.0124519451693708,0.6259116958747757
2012-12-31,1.7799892567816182,1.0215241671208677,0.7584650896607508
2013-03-31,1.882841447082586,0.9726561472862087,0.9101852997963772
2013-06-30,2.6334192488768524,1.1921963578530836,1.4412228910237688
2013-09-30,2.78343735721877,1.057893007959125,1.7255443492596445
2013-12-31,3.2342960471943654,1.1692811451019784,2.065014902092387
2014-03-31,2.864963010271404,1.4572495900699711,1.407713420201433
